id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,falha_desgaste_ferramenta,falha_dissipacao_calor,falha_potencia,falha_tensao_excessiva,falha_aleatoria,delta_temperatura,potencia
H30736,H,25.75,36.950000000000045,90.0,1452.0,49.9,187.0,0,0,0,0,0,0,-11.200000000000045,72454.8
L54404,L,26.650000000000034,36.450000000000045,90.0,1598.0,31.0,139.0,0,0,0,0,0,0,-9.800000000000011,49538.0
M22285,M,26.850000000000023,38.25,90.0,1791.0,24.1,213.0,0,0,0,0,0,0,-11.399999999999977,43163.100000000006
H33750,H,28.450000000000045,36.75,90.0,1423.0,53.6,95.0,0,0,0,0,0,0,-8.299999999999955,76272.8
L51591,L,29.350000000000023,37.150000000000034,90.0,1688.0,31.6,66.0,0,0,0,0,0,0,-7.800000000000011,53340.8
L53038,L,28.150000000000034,37.85000000000002,90.0,1348.0,44.5,78.0,0,0,0,0,0,0,-9.699999999999989,59986.0
M24203,M,25.150000000000034,35.650000000000034,90.0,1391.0,50.4,13.0,0,0,0,0,0,0,-10.5,70106.4
M20939,M,27.650000000000034,37.55000000000001,90.0,1371.0,44.7,205.0,0,0,0,0,0,0,-9.899999999999977,61283.700000000004
L48739,L,25.05000000000001,35.150000000000034,90.0,1458.0,41.8,132.0,0,0,0,0,0,0,-10.100000000000023,60944.399999999994
M22417,M,27.25,38.35000000000002,90.0,1750.0,27.3,116.0,0,0,0,0,0,0,-11.100000000000023,47775.0
L50952,L,29.25,37.950000000000045,90.0,1448.0,44.8,195.0,0,0,0,0,0,0,-8.700000000000045,64870.399999999994
M23639,M,24.350000000000023,35.450000000000045,90.0,1349.0,51.5,21.0,0,0,0,0,0,0,-11.100000000000023,69473.5
M23243,M,25.650000000000034,36.75,90.0,1495.0,35.2,60.0,0,0,0,0,0,0,-11.099999999999966,52624.00000000001
L48534,L,25.450000000000045,36.85000000000002,90.0,1334.0,48.0,42.0,0,0,0,0,0,0,-11.399999999999977,64032.0
L57052,L,25.75,36.75,90.0,1373.0,52.1,108.0,0,0,0,0,0,0,-11.0,71533.3
H30162,H,23.55000000000001,34.950000000000045,90.0,1528.0,46.3,203.0,0,0,0,0,0,0,-11.400000000000034,70746.4
L55097,L,27.75,38.950000000000045,90.0,1474.0,42.4,171.0,0,0,0,0,0,0,-11.200000000000045,62497.6
L51837,L,29.950000000000045,38.05000000000001,90.0,1628.0,35.2,23.0,0,0,0,0,0,0,-8.099999999999966,57305.600000000006
L50640,L,28.350000000000023,37.150000000000034,90.0,1415.0,41.6,28.0,0,0,0,0,0,0,-8.800000000000011,58864.0
H34963,H,29.150000000000034,38.75,90.0,1374.0,52.4,154.0,0,0,0,0,0,0,-9.599999999999966,71997.59999999999
L54255,L,27.55000000000001,37.35000000000002,90.0,1536.0,47.4,192.0,0,0,0,0,0,0,-9.800000000000011,72806.4
M20698,M,28.25,38.05000000000001,90.0,1476.0,36.5,25.0,0,0,0,0,0,0,-9.800000000000011,53874.0
L55271,L,27.05000000000001,38.450000000000045,90.0,1375.0,56.9,155.0,0,0,0,0,0,0,-11.400000000000034,78237.5
L54681,L,27.05000000000001,38.55000000000001,90.0,1640.0,30.8,191.0,0,0,0,0,0,0,-11.5,50512.0
M22227,M,26.350000000000023,36.950000000000045,90.0,1359.0,61.1,67.0,0,0,0,0,0,0,-10.600000000000023,83034.90000000001
H39052,H,26.150000000000034,37.25,90.0,1393.0,44.9,162.0,0,0,0,0,0,0,-11.099999999999966,62545.7
L47844,L,24.350000000000023,35.75,90.0,1390.0,47.4,187.0,0,0,0,0,0,0,-11.399999999999977,65886.0
M17179,M,26.05000000000001,35.650000000000034,90.0,1700.0,33.5,185.0,0,0,0,0,0,0,-9.600000000000023,56950.0
M18537,M,29.150000000000034,38.55000000000001,90.0,1368.0,53.6,165.0,0,0,0,0,0,0,-9.399999999999977,73324.8
L56779,L,25.850000000000023,36.950000000000045,90.0,1463.0,37.4,56.0,0,0,0,0,0,0,-11.100000000000023,54716.2
M15535,M,24.650000000000034,35.950000000000045,90.0,1424.0,45.5,2.0,0,0,0,0,0,0,-11.300000000000011,64792.0
L49142,L,24.650000000000034,34.35000000000002,90.0,1391.0,48.6,109.0,0,0,0,0,0,0,-9.699999999999989,67602.6
M16700,M,24.55000000000001,34.05000000000001,90.0,1405.0,43.7,2.0,0,0,0,0,0,0,-9.5,61398.50000000001
L57078,L,25.55000000000001,36.05000000000001,90.0,1396.0,44.8,178.0,0,0,0,0,0,0,-10.5,62540.799999999996
L50718,L,28.850000000000023,37.950000000000045,90.0,1635.0,36.0,23.0,0,0,0,0,0,0,-9.100000000000023,58860.0
L55268,L,26.950000000000045,38.25,90.0,1356.0,45.7,149.0,0,0,0,0,0,0,-11.299999999999955,61969.200000000004
M19237,M,28.650000000000034,36.450000000000045,90.0,1436.0,49.0,214.0,0,0,0,0,0,0,-7.800000000000011,70364.0
L47793,L,24.950000000000045,36.75,90.0,1634.0,30.0,53.0,0,0,0,0,0,0,-11.799999999999955,49020.0
L53306,L,27.75,37.75,90.0,1370.0,52.5,107.0,0,0,0,0,0,0,-10.0,71925.0
L52390,L,30.55000000000001,39.450000000000045,90.0,1466.0,42.5,183.0,0,0,0,0,0,0,-8.900000000000034,62305.0
L48610,L,25.75,36.85000000000002,90.0,1378.0,49.3,18.0,0,0,0,0,0,0,-11.100000000000023,67935.4
L49605,L,25.650000000000034,34.950000000000045,90.0,1472.0,53.5,28.0,0,0,0,0,0,0,-9.300000000000011,78752.0
L56021,L,24.150000000000034,35.55000000000001,90.0,1506.0,39.3,187.0,0,0,0,0,0,0,-11.399999999999977,59185.799999999996
L51898,L,30.150000000000034,38.450000000000045,90.0,1337.0,56.8,187.0,1,0,1,0,0,0,-8.300000000000011,75941.59999999999
L54365,L,27.150000000000034,37.25,90.0,1672.0,29.2,39.0,0,0,0,0,0,0,-10.099999999999966,48822.4
L48597,L,25.55000000000001,36.75,90.0,1541.0,38.5,208.0,0,0,0,0,0,0,-11.199999999999989,59328.5
L54379,L,26.850000000000023,36.75,90.0,1507.0,41.4,74.0,0,0,0,0,0,0,-9.899999999999977,62389.799999999996
L47784,L,24.75,36.75,90.0,1542.0,33.8,33.0,0,0,0,0,0,0,-12.0,52119.6
H30686,H,24.850000000000023,36.25,90.0,1562.0,38.1,58.0,0,0,0,0,0,0,-11.399999999999977,59512.200000000004
L53547,L,26.850000000000023,36.450000000000045,90.0,1571.0,33.1,65.0,0,0,0,0,0,0,-9.600000000000023,52000.100000000006
L55926,L,24.150000000000034,35.35000000000002,90.0,1528.0,44.5,140.0,0,0,0,0,0,0,-11.199999999999989,67996.0
L47427,L,24.850000000000023,35.05000000000001,90.0,1469.0,45.5,214.0,0,0,0,0,0,0,-10.199999999999989,66839.5
L56406,L,24.850000000000023,35.950000000000045,90.0,1822.0,23.5,122.0,0,0,0,0,0,0,-11.100000000000023,42817.0
M16842,M,24.850000000000023,34.55000000000001,90.0,1487.0,41.3,160.0,0,0,0,0,0,0,-9.699999999999989,61413.1
L50015,L,27.150000000000034,36.05000000000001,90.0,1572.0,32.0,173.0,0,0,0,0,0,0,-8.899999999999977,50304.0
L47379,L,25.25,35.450000000000045,90.0,1433.0,47.1,101.0,0,0,0,0,0,0,-10.200000000000045,67494.3
M15345,M,24.25,35.85000000000002,90.0,1685.0,30.7,177.0,0,0,0,0,0,0,-11.600000000000023,51729.5
L53263,L,27.75,37.55000000000001,90.0,1389.0,50.0,214.0,0,0,0,0,0,0,-9.800000000000011,69450.0
L47635,L,24.25,35.55000000000001,90.0,1429.0,57.4,96.0,0,0,0,0,0,0,-11.300000000000011,82024.59999999999
M23686,M,24.05000000000001,35.650000000000034,90.0,1485.0,47.9,143.0,0,0,0,0,0,0,-11.600000000000023,71131.5
L53695,L,27.850000000000023,36.85000000000002,90.0,1480.0,43.5,21.0,0,0,0,0,0,0,-9.0,64380.0
L48901,L,25.05000000000001,34.55000000000001,90.0,1688.0,32.4,91.0,0,0,0,0,0,0,-9.5,54691.2
L55345,L,26.450000000000045,37.85000000000002,90.0,1552.0,33.2,139.0,0,0,0,0,0,0,-11.399999999999977,51526.4
M20627,M,28.450000000000045,38.05000000000001,90.0,1415.0,46.5,82.0,0,0,0,0,0,0,-9.599999999999966,65797.5
L51806,L,29.850000000000023,38.05000000000001,90.0,1664.0,29.8,186.0,0,0,0,0,0,0,-8.199999999999989,49587.200000000004
L49274,L,26.25,36.150000000000034,90.0,1377.0,43.6,28.0,0,0,0,0,0,0,-9.900000000000034,60037.200000000004
L48127,L,22.450000000000045,33.05000000000001,90.0,1428.0,44.5,51.0,0,0,0,0,0,0,-10.599999999999966,63546.0
L48624,L,25.850000000000023,37.05000000000001,90.0,1477.0,37.9,60.0,0,0,0,0,0,0,-11.199999999999989,55978.299999999996
H30694,H,25.150000000000034,36.35000000000002,90.0,1521.0,37.1,84.0,0,0,0,0,0,0,-11.199999999999989,56429.1
M23812,M,24.05000000000001,34.85000000000002,90.0,1478.0,42.5,56.0,0,0,0,0,0,0,-10.800000000000011,62815.0
L54789,L,27.350000000000023,38.150000000000034,90.0,1490.0,41.8,39.0,0,0,0,0,0,0,-10.800000000000011,62281.99999999999
L49184,L,25.350000000000023,35.05000000000001,90.0,1451.0,47.5,18.0,0,0,0,0,0,0,-9.699999999999989,68922.5
L55884,L,23.950000000000045,35.35000000000002,90.0,1425.0,40.0,35.0,0,0,0,0,0,0,-11.399999999999977,57000.0
L48185,L,23.05000000000001,34.05000000000001,90.0,1382.0,52.0,201.0,0,0,0,0,0,0,-11.0,71864.0
M19998,M,31.150000000000034,40.450000000000045,90.0,1489.0,40.3,196.0,0,0,0,0,0,0,-9.300000000000011,60006.7
M19177,M,28.350000000000023,36.85000000000002,90.0,1417.0,44.6,49.0,0,0,0,0,0,0,-8.5,63198.200000000004
L51567,L,28.850000000000023,36.650000000000034,90.0,1532.0,39.4,2.0,0,0,0,0,0,0,-7.800000000000011,60360.799999999996
L51445,L,29.450000000000045,37.85000000000002,90.0,1424.0,38.0,144.0,0,0,0,0,0,0,-8.399999999999977,54112.0
L49237,L,26.350000000000023,36.150000000000034,90.0,1520.0,42.3,149.0,0,0,0,0,0,0,-9.800000000000011,64295.99999999999
L52566,L,29.75,39.05000000000001,90.0,1469.0,42.0,214.0,0,0,0,0,0,0,-9.300000000000011,61698.0
L47409,L,25.150000000000034,35.35000000000002,90.0,1538.0,32.2,173.0,0,0,0,0,0,0,-10.199999999999989,49523.600000000006
M17749,M,27.55000000000001,36.55000000000001,90.0,1523.0,38.2,73.0,0,0,0,0,0,0,-9.0,58178.600000000006
L51652,L,29.55000000000001,37.450000000000045,90.0,1501.0,48.7,4.0,0,0,0,0,0,0,-7.900000000000034,73098.7
H37338,H,27.55000000000001,38.75,90.0,1389.0,46.5,186.0,0,0,0,0,0,0,-11.199999999999989,64588.5
H37063,H,27.25,38.35000000000002,90.0,1662.0,29.0,137.0,0,0,0,0,0,0,-11.100000000000023,48198.0
H37795,H,25.650000000000034,36.85000000000002,90.0,1530.0,38.3,53.0,0,0,0,0,0,0,-11.199999999999989,58598.99999999999
M17618,M,26.55000000000001,36.05000000000001,90.0,1412.0,45.3,205.0,0,0,0,0,0,0,-9.5,63963.6
L54296,L,27.850000000000023,37.35000000000002,90.0,1601.0,33.2,77.0,0,0,0,0,0,0,-9.5,53153.200000000004
M21190,M,27.350000000000023,36.85000000000002,90.0,1580.0,37.0,181.0,0,0,0,0,0,0,-9.5,58460.0
L48908,L,25.150000000000034,34.55000000000001,90.0,1465.0,49.4,109.0,0,0,0,0,0,0,-9.399999999999977,72371.0
M19036,M,29.150000000000034,37.55000000000001,90.0,1544.0,39.7,141.0,0,0,0,0,0,0,-8.399999999999977,61296.8
L47517,L,24.450000000000045,35.150000000000034,90.0,1742.0,27.7,13.0,0,0,0,0,0,0,-10.699999999999989,48253.4
L52164,L,30.650000000000034,39.950000000000045,90.0,1256.0,58.7,213.0,1,0,0,0,1,0,-9.300000000000011,73727.2
H36292,H,27.75,38.05000000000001,90.0,1518.0,35.0,90.0,0,0,0,0,0,0,-10.300000000000011,53130.0
L54428,L,26.850000000000023,36.950000000000045,90.0,1762.0,28.0,202.0,0,0,0,0,0,0,-10.100000000000023,49336.0
